category,log
file-action-failure,Jun 27 03:31:12 lt-84.vargas.biz kernel: [34675] audit(5694699561.999:7): avc:  denied  { append } for  pid=9769 comm="visit" name="room" dev=avoid ino=7588 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Dec 03 06:25:32 srv-01.preston.net kernel: [83613] audit(5845271443.540:0): avc:  denied  { append } for  pid=3452 comm="size" name="difference" dev=perhaps ino=8290 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,May 26 20:52:43 srv-69.cook.net kernel: [47257] audit(8898300182.810:5): avc:  denied  { append } for  pid=2722 comm="song" name="amount" dev=avoid ino=3441 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 05 23:59:45 db-38.vaughn-oliver.info kernel: [49792] audit(4858731304.414:3): avc:  denied  { append } for  pid=2054 comm="wish" name="hundred" dev=answer ino=3897 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Apr 23 10:11:39 laptop-40.hoover.com kernel: [17444] audit(6038938997.661:3): avc:  denied  { append } for  pid=4620 comm="case" name="care" dev=sea ino=3591 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jun 25 10:13:57 srv-53.maldonado.com kernel: [67575] audit(4982824591.552:0): avc:  denied  { append } for  pid=5822 comm="environmental" name="space" dev=start ino=3140 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 19 18:34:15 email-65.cantrell.com kernel: [37883] audit(8177130371.408:8): avc:  denied  { append } for  pid=3424 comm="article" name="certainly" dev=even ino=4514 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Feb 03 23:46:55 lt-17.kelly-anderson.com kernel: [10680] audit(0971679064.864:0): avc:  denied  { append } for  pid=951 comm="direction" name="hundred" dev=perhaps ino=386 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Mar 17 14:24:08 desktop-27.short.info kernel: [65211] audit(3272985591.741:0): avc:  denied  { append } for  pid=4618 comm="chair" name="professional" dev=nice ino=8951 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jun 15 08:06:40 db-44.shelton.com kernel: [39846] audit(6717290584.720:2): avc:  denied  { append } for  pid=4229 comm="red" name="skill" dev=these ino=464 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,May 09 04:48:19 laptop-04.benjamin-meza.com kernel: [18204] audit(6320090874.018:5): avc:  denied  { append } for  pid=1189 comm="set" name="represent" dev=company ino=5834 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 29 02:22:41 email-26.brown-whitehead.org kernel: [97923] audit(3349044943.483:0): avc:  denied  { append } for  pid=214 comm="teach" name="I" dev=key ino=3799 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jun 22 14:23:06 lt-17.townsend.com kernel: [90463] audit(8281131504.802:7): avc:  denied  { append } for  pid=2208 comm="program" name="fund" dev=base ino=7260 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jan 10 07:46:42 laptop-29.wells.com kernel: [18005] audit(8160639733.906:2): avc:  denied  { append } for  pid=903 comm="our" name="subject" dev=grow ino=4197 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Nov 01 16:18:52 srv-72.figueroa.info kernel: [48919] audit(6195933566.551:4): avc:  denied  { append } for  pid=7805 comm="watch" name="real" dev=cost ino=9517 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 18 07:05:37 srv-61.blankenship.net kernel: [10160] audit(0286717246.649:4): avc:  denied  { append } for  pid=4329 comm="face" name="money" dev=bag ino=1770 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Sep 29 15:17:30 desktop-62.morgan.net kernel: [20457] audit(4872136101.392:4): avc:  denied  { append } for  pid=4647 comm="despite" name="wind" dev=represent ino=676 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 23 23:46:07 desktop-23.smith-bass.net kernel: [11203] audit(3635857265.109:1): avc:  denied  { append } for  pid=5653 comm="camera" name="relate" dev=event ino=3266 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Dec 16 17:18:14 db-09.bradley.com kernel: [63403] audit(5139042970.452:8): avc:  denied  { append } for  pid=7677 comm="opportunity" name="serve" dev=money ino=9285 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 04 02:26:31 laptop-93.mayo-fletcher.com kernel: [67935] audit(0969538433.853:5): avc:  denied  { append } for  pid=3009 comm="field" name="behind" dev=other ino=4645 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,May 06 19:11:36 web-86.collier.com kernel: [28845] audit(5823455677.370:4): avc:  denied  { append } for  pid=9209 comm="just" name="try" dev=one ino=9794 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Nov 22 17:08:45 db-07.walker.com kernel: [47158] audit(8398540974.735:1): avc:  denied  { append } for  pid=6853 comm="role" name="third" dev=campaign ino=8514 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jan 20 19:10:38 db-41.marshall-james.com kernel: [85626] audit(8677228888.962:6): avc:  denied  { append } for  pid=5582 comm="area" name="gun" dev=late ino=4806 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Mar 23 14:44:41 email-10.klein.com kernel: [50306] audit(3701911279.327:6): avc:  denied  { append } for  pid=4187 comm="area" name="focus" dev=at ino=3864 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 31 05:31:37 laptop-66.hardy-flores.info kernel: [29711] audit(3946494928.636:1): avc:  denied  { append } for  pid=2926 comm="fear" name="rich" dev=camera ino=6304 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 21 10:06:46 email-79.rojas-holmes.info kernel: [98808] audit(6472426350.181:5): avc:  denied  { append } for  pid=5341 comm="traditional" name="edge" dev=become ino=6929 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 11 20:02:54 email-57.davis.com kernel: [52094] audit(6822652816.740:5): avc:  denied  { append } for  pid=9750 comm="memory" name="together" dev=appear ino=9043 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Dec 12 01:16:45 email-10.mosley.org kernel: [97245] audit(6972520568.170:0): avc:  denied  { append } for  pid=7527 comm="action" name="American" dev=image ino=8524 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Sep 28 11:09:50 desktop-65.knox.net kernel: [51629] audit(9050745343.430:7): avc:  denied  { append } for  pid=698 comm="ago" name="send" dev=successful ino=543 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,May 10 11:05:50 laptop-83.rocha-taylor.biz kernel: [55100] audit(7077962660.679:3): avc:  denied  { append } for  pid=2598 comm="admit" name="others" dev=here ino=2689 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 22 01:57:50 lt-83.crawford.org kernel: [43172] audit(1468921836.033:4): avc:  denied  { append } for  pid=9852 comm="compare" name="church" dev=customer ino=3246 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 15 15:19:55 laptop-57.myers.biz kernel: [19126] audit(3972266221.623:0): avc:  denied  { append } for  pid=8350 comm="rich" name="one" dev=decision ino=3691 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Oct 29 07:03:01 web-67.noble.net kernel: [83290] audit(8959392317.195:0): avc:  denied  { append } for  pid=7436 comm="challenge" name="course" dev=crime ino=7819 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Nov 23 09:36:58 db-68.tyler.com kernel: [87073] audit(0410920402.094:1): avc:  denied  { append } for  pid=6641 comm="despite" name="interesting" dev=information ino=2734 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 16 07:58:58 srv-03.romero.com kernel: [47356] audit(8512841519.620:6): avc:  denied  { append } for  pid=391 comm="technology" name="include" dev=which ino=6734 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jan 30 22:37:48 desktop-75.smith.info kernel: [85191] audit(6020267197.119:4): avc:  denied  { append } for  pid=2289 comm="list" name="security" dev=market ino=7706 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 11 13:18:04 web-68.bass-carter.com kernel: [79752] audit(5888088893.675:8): avc:  denied  { append } for  pid=3998 comm="let" name="ever" dev=relationship ino=566 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Sep 27 20:01:04 desktop-41.bell.com kernel: [56191] audit(2237646441.745:1): avc:  denied  { append } for  pid=3191 comm="increase" name="surface" dev=good ino=3564 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Nov 07 00:49:35 db-95.gonzalez-gibson.com kernel: [17149] audit(6580614531.868:1): avc:  denied  { append } for  pid=7035 comm="require" name="marriage" dev=cut ino=980 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Mar 23 16:04:30 desktop-23.swanson-delgado.net kernel: [16106] audit(4757954475.231:6): avc:  denied  { append } for  pid=5605 comm="lawyer" name="buy" dev=yes ino=1217 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 24 11:04:18 db-42.randall.info kernel: [26068] audit(4792775334.689:1): avc:  denied  { append } for  pid=8175 comm="shoulder" name="break" dev=leg ino=7208 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jun 03 23:17:03 email-82.hunter-cuevas.com kernel: [48701] audit(5545303095.224:4): avc:  denied  { append } for  pid=9685 comm="score" name="create" dev=home ino=1529 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,May 03 18:26:21 email-28.mitchell-cardenas.com kernel: [81588] audit(7406498003.693:0): avc:  denied  { append } for  pid=1288 comm="stuff" name="yeah" dev=ok ino=4343 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Feb 13 20:46:32 laptop-44.harrison-massey.com kernel: [82672] audit(5034898319.161:3): avc:  denied  { append } for  pid=4614 comm="power" name="fine" dev=responsibility ino=1518 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 27 05:46:51 srv-72.allen-pineda.com kernel: [65827] audit(7142046967.543:5): avc:  denied  { append } for  pid=7749 comm="need" name="moment" dev=adult ino=9976 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Dec 03 10:12:03 web-62.valdez-rogers.biz kernel: [17754] audit(5446386450.319:4): avc:  denied  { append } for  pid=2302 comm="admit" name="seat" dev=American ino=4690 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jan 25 17:00:57 srv-85.rodriguez-pitts.net kernel: [74797] audit(6036247131.678:7): avc:  denied  { append } for  pid=8633 comm="some" name="trial" dev=could ino=3930 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jan 18 16:26:37 laptop-58.george.biz kernel: [55349] audit(1180894556.259:8): avc:  denied  { append } for  pid=9755 comm="standard" name="describe" dev=benefit ino=2356 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Mar 25 12:01:12 desktop-44.tapia.org kernel: [86903] audit(9697641829.614:9): avc:  denied  { append } for  pid=8178 comm="talk" name="wall" dev=and ino=7681 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jan 29 03:17:39 laptop-95.murray.com kernel: [65725] audit(8723091872.482:9): avc:  denied  { append } for  pid=9166 comm="whom" name="image" dev=election ino=7118 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jan 25 14:45:14 web-86.ortiz-roberts.biz kernel: [39344] audit(9459066919.033:9): avc:  denied  { append } for  pid=1509 comm="rule" name="know" dev=eat ino=7970 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,May 07 23:07:26 laptop-97.rodriguez-mitchell.biz kernel: [20339] audit(0829020709.912:9): avc:  denied  { append } for  pid=7782 comm="yet" name="about" dev=enough ino=1430 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,May 31 13:44:02 web-88.scott.com kernel: [11558] audit(8323665093.156:5): avc:  denied  { append } for  pid=8731 comm="executive" name="mean" dev=base ino=5821 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jun 12 07:34:21 srv-44.ellison.com kernel: [18558] audit(6316606665.593:8): avc:  denied  { append } for  pid=5199 comm="serve" name="suggest" dev=once ino=1037 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Dec 15 07:31:54 desktop-58.nichols.info kernel: [94489] audit(8415377969.225:6): avc:  denied  { append } for  pid=1818 comm="full" name="property" dev=rather ino=4182 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Aug 26 20:05:22 desktop-08.roberts-ray.org kernel: [89264] audit(1028964049.644:3): avc:  denied  { append } for  pid=3021 comm="mother" name="green" dev=adult ino=914 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Dec 15 21:25:54 laptop-14.stevens.com kernel: [98724] audit(6449022198.010:5): avc:  denied  { append } for  pid=3191 comm="three" name="necessary" dev=begin ino=3612 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,Jun 24 00:16:19 lt-35.garcia.org kernel: [39280] audit(3508229253.310:2): avc:  denied  { append } for  pid=4733 comm="summer" name="most" dev=despite ino=6853 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
file-action-failure,May 11 18:25:49 lt-82.hernandez.com kernel: [33063] audit(9375424149.257:1): avc:  denied  { append } for  pid=561 comm="wrong" name="site" dev=blood ino=3261 scontext=system_u:system_r:kernel_t tcontext=system_u:object_r:file_t tclass=file
